variable_group,content_json,variable,classification,category_code,legend_start_str,legend_str_1,legend_str_2,legend_str_3
Identity,2021-SOGI,Gender identity,gender_identity_8a,gender_identity_8a-001,{PERCENTAGE}%,of people aged 16 years and over in {location},have,a gender identity the same as their sex registered at birth
Identity,2021-SOGI,Gender identity,gender_identity_8a,gender_identity_8a-002,{PERCENTAGE}%,of people aged 16 years and over in {location},have,a gender identity different from their sex registered at birth but no specific identity given
Identity,2021-SOGI,Gender identity,gender_identity_8a,gender_identity_8a-003,{PERCENTAGE}%,of people aged 16 years and over in {location},are,a trans woman
Identity,2021-SOGI,Gender identity,gender_identity_8a,gender_identity_8a-004,{PERCENTAGE}%,of people aged 16 years and over in {location},are,a trans man
Identity,2021-SOGI,Gender identity,gender_identity_8a,gender_identity_8a-005,{PERCENTAGE}%,of people aged 16 years and over in {location},are,non-binary
Identity,2021-SOGI,Gender identity,gender_identity_8a,gender_identity_8a-006,{PERCENTAGE}%,of people aged 16 years and over in {location},have,another gender identity
Identity,2021-SOGI,Gender identity,gender_identity_8a,gender_identity_8a-007,{PERCENTAGE}%,of people aged 16 years and over in {location},did,not answer
Identity,2021-SOGI,Sexual orientation,sexual_orientation_4a,sexual_orientation_4a-001,{PERCENTAGE}%,of people aged 16 years and over in {location},are,straight or heterosexual
Identity,2021-SOGI,Sexual orientation,sexual_orientation_4a,sexual_orientation_4a-002,{PERCENTAGE}%,of people aged 16 years and over in {location},are,"lesbian, gay, bisexual, or other (LGBO)"
Identity,2021-SOGI,Sexual orientation,sexual_orientation_4a,sexual_orientation_4a-003,{PERCENTAGE}%,of people aged 16 years and over in {location},did,not answer
Identity,2021-SOGI,Sexual orientation,sexual_orientation_6a,sexual_orientation_6a-001,{PERCENTAGE}%,of people aged 16 years and over in {location},are,straight or heterosexual
Identity,2021-SOGI,Sexual orientation,sexual_orientation_6a,sexual_orientation_6a-002,{PERCENTAGE}%,of people aged 16 years and over in {location},are,gay or lesbian
Identity,2021-SOGI,Sexual orientation,sexual_orientation_6a,sexual_orientation_6a-003,{PERCENTAGE}%,of people aged 16 years and over in {location},are,bisexual
Identity,2021-SOGI,Sexual orientation,sexual_orientation_6a,sexual_orientation_6a-004,{PERCENTAGE}%,of people aged 16 years and over in {location},have,another sexual orientation
Identity,2021-SOGI,Sexual orientation,sexual_orientation_6a,sexual_orientation_6a-005,{PERCENTAGE}%,of people aged 16 years and over in {location},did,not answer
Identity,2021-SOGI,Sexual orientation,sexual_orientation_9a,sexual_orientation_9a-001,{PERCENTAGE}%,of people aged 16 years and over in {location},are,straight or heterosexual
Identity,2021-SOGI,Sexual orientation,sexual_orientation_9a,sexual_orientation_9a-002,{PERCENTAGE}%,of people aged 16 years and over in {location},are,gay or lesbian
Identity,2021-SOGI,Sexual orientation,sexual_orientation_9a,sexual_orientation_9a-003,{PERCENTAGE}%,of people aged 16 years and over in {location},are,bisexual
Identity,2021-SOGI,Sexual orientation,sexual_orientation_9a,sexual_orientation_9a-004,{PERCENTAGE}%,of people aged 16 years and over in {location},are,pansexual
Identity,2021-SOGI,Sexual orientation,sexual_orientation_9a,sexual_orientation_9a-005,{PERCENTAGE}%,of people aged 16 years and over in {location},are,asexual
Identity,2021-SOGI,Sexual orientation,sexual_orientation_9a,sexual_orientation_9a-006,{PERCENTAGE}%,of people aged 16 years and over in {location},are,queer
Identity,2021-SOGI,Sexual orientation,sexual_orientation_9a,sexual_orientation_9a-007,{PERCENTAGE}%,of people aged 16 years and over in {location},have,another sexual orientation
Identity,2021-SOGI,Sexual orientation,sexual_orientation_9a,sexual_orientation_9a-008,{PERCENTAGE}%,of people aged 16 years and over in {location},did,not answer
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all,welsh_skills_all-000,{PERCENTAGE}%,of people aged 3 years and over in {location},can,understand spoken Welsh only
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all,welsh_skills_all-001,{PERCENTAGE}%,of people aged 3 years and over in {location},can,"speak, read and write Welsh"
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all,welsh_skills_all-002,{PERCENTAGE}%,of people aged 3 years and over in {location},can,speak but cannot read or write Welsh
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all,welsh_skills_all-003,{PERCENTAGE}%,of people aged 3 years and over in {location},can,speak and read but cannot write Welsh
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all,welsh_skills_all-004,{PERCENTAGE}%,of people aged 3 years and over in {location},can,read but cannot speak or write Welsh
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all,welsh_skills_all-005,{PERCENTAGE}%,of people aged 3 years and over in {location},can,write but cannot speak or read Welsh
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all,welsh_skills_all-006,{PERCENTAGE}%,of people aged 3 years and over in {location},can,read and write but cannot speak Welsh
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all,welsh_skills_all-007,{PERCENTAGE}%,of people aged 3 years and over in {location},can,speak and other combinations of skills in Welsh
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all,welsh_skills_all-008,{PERCENTAGE}%,of people aged 3 years and over in {location},have,no skills in Welsh
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all_4b,welsh_skills_all_4b-000,{PERCENTAGE}%,of people aged 3 years and over in {location},can,understand spoken Welsh only
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all_4b,welsh_skills_all_4b-001,{PERCENTAGE}%,of people aged 3 years and over in {location},can,"speak, read or write Welsh"
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all_4b,welsh_skills_all_4b-002,{PERCENTAGE}%,of people aged 3 years and over in {location},have,no skills in Welsh
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all_6a,welsh_skills_all_6a-000,{PERCENTAGE}%,of people aged 3 years and over in {location},can,understand spoken Welsh only
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all_6a,welsh_skills_all_6a-001,{PERCENTAGE}%,of people aged 3 years and over in {location},can,"speak, read and write Welsh"
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all_6a,welsh_skills_all_6a-002,{PERCENTAGE}%,of people aged 3 years and over in {location},can,speak and other combinations of skills in Welsh
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all_6a,welsh_skills_all_6a-003,{PERCENTAGE}%,of people aged 3 years and over in {location},have,another combination of skills in Welsh
Identity,2021-WELSH-SKILLS,Welsh language skills,welsh_skills_all_6a,welsh_skills_all_6a-004,{PERCENTAGE}%,of people aged 3 years and over in {location},have,no skills in Welsh
Identity,2021-WELSH-SKILLS,Welsh speaking ability,welsh_skills_speak,welsh_skills_speak-000,{PERCENTAGE}%,of people aged 3 years and over in {location},cannot,speak Welsh
Identity,2021-WELSH-SKILLS,Welsh speaking ability,welsh_skills_speak,welsh_skills_speak-001,{PERCENTAGE}%,of people aged 3 years and over in {location},can,speak Welsh
Population,2021-ARM,UK armed forces veteran indicator,uk_armed_forces,uk_armed_forces-001,{PERCENTAGE}%,of people in {location},have,previously served in the UK armed forces
Population,2021-ARM,UK armed forces veteran indicator,uk_armed_forces,uk_armed_forces-002,{PERCENTAGE}%,of people in {location},have,previously served in the UK reserve armed forces
Population,2021-ARM,UK armed forces veteran indicator,uk_armed_forces,uk_armed_forces-003,{PERCENTAGE}%,of people in {location},have,previously served in both the regular and reserve UK armed forces
Population,2021-ARM,UK armed forces veteran indicator,uk_armed_forces,uk_armed_forces-004,{PERCENTAGE}%,of people in {location},have,not previously served in any of the UK armed forces
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-000,{PERCENTAGE}%,of people in {location},are,aged under 1 year
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-001,{PERCENTAGE}%,of people in {location},are,aged 1 year
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-002,{PERCENTAGE}%,of people in {location},are,aged 2 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-003,{PERCENTAGE}%,of people in {location},are,aged 3 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-004,{PERCENTAGE}%,of people in {location},are,aged 4 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-005,{PERCENTAGE}%,of people in {location},are,aged 5 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-006,{PERCENTAGE}%,of people in {location},are,aged 6 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-007,{PERCENTAGE}%,of people in {location},are,aged 7 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-008,{PERCENTAGE}%,of people in {location},are,aged 8 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-009,{PERCENTAGE}%,of people in {location},are,aged 9 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-010,{PERCENTAGE}%,of people in {location},are,aged 10 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-011,{PERCENTAGE}%,of people in {location},are,aged 11 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-012,{PERCENTAGE}%,of people in {location},are,aged 12 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-013,{PERCENTAGE}%,of people in {location},are,aged 13 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-014,{PERCENTAGE}%,of people in {location},are,aged 14 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-015,{PERCENTAGE}%,of people in {location},are,aged 15 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-016,{PERCENTAGE}%,of people in {location},are,aged 16 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-017,{PERCENTAGE}%,of people in {location},are,aged 17 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-018,{PERCENTAGE}%,of people in {location},are,aged 18 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-019,{PERCENTAGE}%,of people in {location},are,aged 19 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-020,{PERCENTAGE}%,of people in {location},are,aged 20 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-021,{PERCENTAGE}%,of people in {location},are,aged 21 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-022,{PERCENTAGE}%,of people in {location},are,aged 22 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-023,{PERCENTAGE}%,of people in {location},are,aged 23 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-024,{PERCENTAGE}%,of people in {location},are,aged 24 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-025,{PERCENTAGE}%,of people in {location},are,aged 25 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-026,{PERCENTAGE}%,of people in {location},are,aged 26 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-027,{PERCENTAGE}%,of people in {location},are,aged 27 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-028,{PERCENTAGE}%,of people in {location},are,aged 28 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-029,{PERCENTAGE}%,of people in {location},are,aged 29 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-030,{PERCENTAGE}%,of people in {location},are,aged 30 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-031,{PERCENTAGE}%,of people in {location},are,aged 31 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-032,{PERCENTAGE}%,of people in {location},are,aged 32 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-033,{PERCENTAGE}%,of people in {location},are,aged 33 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-034,{PERCENTAGE}%,of people in {location},are,aged 34 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-035,{PERCENTAGE}%,of people in {location},are,aged 35 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-036,{PERCENTAGE}%,of people in {location},are,aged 36 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-037,{PERCENTAGE}%,of people in {location},are,aged 37 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-038,{PERCENTAGE}%,of people in {location},are,aged 38 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-039,{PERCENTAGE}%,of people in {location},are,aged 39 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-040,{PERCENTAGE}%,of people in {location},are,aged 40 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-041,{PERCENTAGE}%,of people in {location},are,aged 41 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-042,{PERCENTAGE}%,of people in {location},are,aged 42 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-043,{PERCENTAGE}%,of people in {location},are,aged 43 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-044,{PERCENTAGE}%,of people in {location},are,aged 44 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-045,{PERCENTAGE}%,of people in {location},are,aged 45 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-046,{PERCENTAGE}%,of people in {location},are,aged 46 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-047,{PERCENTAGE}%,of people in {location},are,aged 47 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-048,{PERCENTAGE}%,of people in {location},are,aged 48 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-049,{PERCENTAGE}%,of people in {location},are,aged 49 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-050,{PERCENTAGE}%,of people in {location},are,aged 50 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-051,{PERCENTAGE}%,of people in {location},are,aged 51 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-052,{PERCENTAGE}%,of people in {location},are,aged 52 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-053,{PERCENTAGE}%,of people in {location},are,aged 53 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-054,{PERCENTAGE}%,of people in {location},are,aged 54 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-055,{PERCENTAGE}%,of people in {location},are,aged 55 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-056,{PERCENTAGE}%,of people in {location},are,aged 56 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-057,{PERCENTAGE}%,of people in {location},are,aged 57 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-058,{PERCENTAGE}%,of people in {location},are,aged 58 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-059,{PERCENTAGE}%,of people in {location},are,aged 59 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-060,{PERCENTAGE}%,of people in {location},are,aged 60 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-061,{PERCENTAGE}%,of people in {location},are,aged 61 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-062,{PERCENTAGE}%,of people in {location},are,aged 62 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-063,{PERCENTAGE}%,of people in {location},are,aged 63 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-064,{PERCENTAGE}%,of people in {location},are,aged 64 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-065,{PERCENTAGE}%,of people in {location},are,aged 65 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-066,{PERCENTAGE}%,of people in {location},are,aged 66 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-067,{PERCENTAGE}%,of people in {location},are,aged 67 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-068,{PERCENTAGE}%,of people in {location},are,aged 68 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-069,{PERCENTAGE}%,of people in {location},are,aged 69 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-070,{PERCENTAGE}%,of people in {location},are,aged 70 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-071,{PERCENTAGE}%,of people in {location},are,aged 71 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-072,{PERCENTAGE}%,of people in {location},are,aged 72 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-073,{PERCENTAGE}%,of people in {location},are,aged 73 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-074,{PERCENTAGE}%,of people in {location},are,aged 74 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-075,{PERCENTAGE}%,of people in {location},are,aged 75 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-076,{PERCENTAGE}%,of people in {location},are,aged 76 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-077,{PERCENTAGE}%,of people in {location},are,aged 77 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-078,{PERCENTAGE}%,of people in {location},are,aged 78 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-079,{PERCENTAGE}%,of people in {location},are,aged 79 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-080,{PERCENTAGE}%,of people in {location},are,aged 80 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-081,{PERCENTAGE}%,of people in {location},are,aged 81 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-082,{PERCENTAGE}%,of people in {location},are,aged 82 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-083,{PERCENTAGE}%,of people in {location},are,aged 83 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-084,{PERCENTAGE}%,of people in {location},are,aged 84 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-085,{PERCENTAGE}%,of people in {location},are,aged 85 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-086,{PERCENTAGE}%,of people in {location},are,aged 86 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-087,{PERCENTAGE}%,of people in {location},are,aged 87 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-088,{PERCENTAGE}%,of people in {location},are,aged 88 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-089,{PERCENTAGE}%,of people in {location},are,aged 89 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-090,{PERCENTAGE}%,of people in {location},are,aged 90 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-091,{PERCENTAGE}%,of people in {location},are,aged 91 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-092,{PERCENTAGE}%,of people in {location},are,aged 92 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-093,{PERCENTAGE}%,of people in {location},are,aged 93 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-094,{PERCENTAGE}%,of people in {location},are,aged 94 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-095,{PERCENTAGE}%,of people in {location},are,aged 95 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-096,{PERCENTAGE}%,of people in {location},are,aged 96 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-097,{PERCENTAGE}%,of people in {location},are,aged 97 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-098,{PERCENTAGE}%,of people in {location},are,aged 98 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-099,{PERCENTAGE}%,of people in {location},are,aged 99 years
Population,2021-DEM,Age,resident_age_101a,resident_age_101a-100,{PERCENTAGE}%,of people in {location},are,aged 100 years and over
Population,2021-DEM,Age,resident_age_11a,resident_age_11a-001,{PERCENTAGE}%,of people in {location},are,aged 4 years and under
Population,2021-DEM,Age,resident_age_11a,resident_age_11a-002,{PERCENTAGE}%,of people in {location},are,aged 5 to 9 years
Population,2021-DEM,Age,resident_age_11a,resident_age_11a-003,{PERCENTAGE}%,of people in {location},are,aged 10 to 15 years
Population,2021-DEM,Age,resident_age_11a,resident_age_11a-004,{PERCENTAGE}%,of people in {location},are,aged 16 to 19 years
Population,2021-DEM,Age,resident_age_11a,resident_age_11a-005,{PERCENTAGE}%,of people in {location},are,aged 20 to 24 years
Population,2021-DEM,Age,resident_age_11a,resident_age_11a-006,{PERCENTAGE}%,of people in {location},are,aged 25 to 34 years
Population,2021-DEM,Age,resident_age_11a,resident_age_11a-007,{PERCENTAGE}%,of people in {location},are,aged 35 to 49 years
Population,2021-DEM,Age,resident_age_11a,resident_age_11a-008,{PERCENTAGE}%,of people in {location},are,aged 50 to 64 years
Population,2021-DEM,Age,resident_age_11a,resident_age_11a-009,{PERCENTAGE}%,of people in {location},are,aged 65 to 74 years
Population,2021-DEM,Age,resident_age_11a,resident_age_11a-010,{PERCENTAGE}%,of people in {location},are,aged 75 to 84 years
Population,2021-DEM,Age,resident_age_11a,resident_age_11a-011,{PERCENTAGE}%,of people in {location},are,aged 85 years and over
Population,2021-DEM,Age,resident_age_3a,resident_age_3a-001,{PERCENTAGE}%,of people in {location},are,aged 15 years and under
Population,2021-DEM,Age,resident_age_3a,resident_age_3a-002,{PERCENTAGE}%,of people in {location},are,aged 16 to 64 years
Population,2021-DEM,Age,resident_age_3a,resident_age_3a-003,{PERCENTAGE}%,of people in {location},are,aged 65 years and over
Population,2021-DEM,Age,resident_age_8c,resident_age_8c-001,{PERCENTAGE}%,of people in {location},are,aged 14 years and under
Population,2021-DEM,Age,resident_age_8c,resident_age_8c-002,{PERCENTAGE}%,of people in {location},are,aged 15 to 24 years
Population,2021-DEM,Age,resident_age_8c,resident_age_8c-003,{PERCENTAGE}%,of people in {location},are,aged 25 to 34 years
Population,2021-DEM,Age,resident_age_8c,resident_age_8c-004,{PERCENTAGE}%,of people in {location},are,aged 35 to 44 years
Population,2021-DEM,Age,resident_age_8c,resident_age_8c-005,{PERCENTAGE}%,of people in {location},are,aged 45 to 54 years
Population,2021-DEM,Age,resident_age_8c,resident_age_8c-006,{PERCENTAGE}%,of people in {location},are,aged 55 to 64 years
Population,2021-DEM,Age,resident_age_8c,resident_age_8c-007,{PERCENTAGE}%,of people in {location},are,aged 65 to 74 years
Population,2021-DEM,Age,resident_age_8c,resident_age_8c-008,{PERCENTAGE}%,of people in {location},are,aged 75 years and over
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-001,{PERCENTAGE}%,of households in {location},are,households with one person aged 66 years and over
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-002,{PERCENTAGE}%,of households in {location},are,households with one person aged less than 66 years
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-003,{PERCENTAGE}%,of households in {location},are,single-family households in which all people are aged 66 years and over
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-004,{PERCENTAGE}%,of households in {location},are,single-family households of a married or civil partnership couple with no children
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-005,{PERCENTAGE}%,of households in {location},are,single-family households of a married or civil partnership couple with dependent children
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-006,{PERCENTAGE}%,of households in {location},are,single-family households of a married or civil partnership couple with independent children
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-007,{PERCENTAGE}%,of households in {location},are,single-family households of a cohabiting couple with no children
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-008,{PERCENTAGE}%,of households in {location},are,single-family households of a cohabiting couple with dependent children
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-009,{PERCENTAGE}%,of households in {location},are,single-family households of a cohabiting couple with independent children
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-010,{PERCENTAGE}%,of households in {location},are,single-family households of a lone parent family with dependent children
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-011,{PERCENTAGE}%,of households in {location},are,single-family households of a lone parent family with independent children
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-012,{PERCENTAGE}%,of households in {location},are,single-family households with other family composition
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-013,{PERCENTAGE}%,of households in {location},are,multiple-family households with dependent children
Population,2021-DEM,Household composition,hh_family_composition_15a,hh_family_composition_15a-014,{PERCENTAGE}%,of households in {location},are,"another type of multiple-family household, including all full-time students and all aged 66 years and over"
Population,2021-DEM,Household composition,hh_family_composition_4a,hh_family_composition_4a-001,{PERCENTAGE}%,of households in {location},are,other household types
Population,2021-DEM,Household composition,hh_family_composition_4a,hh_family_composition_4a-002,{PERCENTAGE}%,of households in {location},are,one-person households
Population,2021-DEM,Household composition,hh_family_composition_4a,hh_family_composition_4a-003,{PERCENTAGE}%,of households in {location},are,single-family households
Population,2021-DEM,Household deprivation,hh_deprivation,hh_deprivation-001,{PERCENTAGE}%,of households in {location},are,not deprived in any dimension
Population,2021-DEM,Household deprivation,hh_deprivation,hh_deprivation-002,{PERCENTAGE}%,of households in {location},are,deprived in one dimension
Population,2021-DEM,Household deprivation,hh_deprivation,hh_deprivation-003,{PERCENTAGE}%,of households in {location},are,deprived in two dimensions
Population,2021-DEM,Household deprivation,hh_deprivation,hh_deprivation-004,{PERCENTAGE}%,of households in {location},are,deprived in three dimensions
Population,2021-DEM,Household deprivation,hh_deprivation,hh_deprivation-005,{PERCENTAGE}%,of households in {location},are,deprived in four dimensions
Population,2021-DEM,Household size,hh_size_5a,hh_size_5a-001,{PERCENTAGE}%,of households in {location},have,1 person per household
Population,2021-DEM,Household size,hh_size_5a,hh_size_5a-002,{PERCENTAGE}%,of households in {location},have,2 people per household
Population,2021-DEM,Household size,hh_size_5a,hh_size_5a-003,{PERCENTAGE}%,of households in {location},have,3 people per household
Population,2021-DEM,Household size,hh_size_5a,hh_size_5a-004,{PERCENTAGE}%,of households in {location},have,4 or more people per household
Population,2021-DEM,Household size,hh_size_9a,hh_size_9a-001,{PERCENTAGE}%,of households in {location},have,1 person per household
Population,2021-DEM,Household size,hh_size_9a,hh_size_9a-002,{PERCENTAGE}%,of households in {location},have,2 people per household
Population,2021-DEM,Household size,hh_size_9a,hh_size_9a-003,{PERCENTAGE}%,of households in {location},have,3 people per household
Population,2021-DEM,Household size,hh_size_9a,hh_size_9a-004,{PERCENTAGE}%,of households in {location},have,4 people per household
Population,2021-DEM,Household size,hh_size_9a,hh_size_9a-005,{PERCENTAGE}%,of households in {location},have,5 people per household
Population,2021-DEM,Household size,hh_size_9a,hh_size_9a-006,{PERCENTAGE}%,of households in {location},have,6 people per household
Population,2021-DEM,Household size,hh_size_9a,hh_size_9a-007,{PERCENTAGE}%,of households in {location},have,7 people per household
Population,2021-DEM,Household size,hh_size_9a,hh_size_9a-008,{PERCENTAGE}%,of households in {location},have,8 or more people per household
Population,2021-DEM,Legal partnership status,legal_partnership_status,legal_partnership_status-001,{PERCENTAGE}%,of people aged 16 years and over in {location},have,never married and never registered a civil partnership
Population,2021-DEM,Legal partnership status,legal_partnership_status,legal_partnership_status-002,{PERCENTAGE}%,of people aged 16 years and over in {location},are,married to the opposite sex
Population,2021-DEM,Legal partnership status,legal_partnership_status,legal_partnership_status-003,{PERCENTAGE}%,of people aged 16 years and over in {location},are,married to the same sex
Population,2021-DEM,Legal partnership status,legal_partnership_status,legal_partnership_status-004,{PERCENTAGE}%,of people aged 16 years and over in {location},are,in a registered civil partnership with the opposite sex
Population,2021-DEM,Legal partnership status,legal_partnership_status,legal_partnership_status-005,{PERCENTAGE}%,of people aged 16 years and over in {location},are,in a registered civil partnership with the same sex
Population,2021-DEM,Legal partnership status,legal_partnership_status,legal_partnership_status-006,{PERCENTAGE}%,of people aged 16 years and over in {location},are,"separated, but still married"
Population,2021-DEM,Legal partnership status,legal_partnership_status,legal_partnership_status-007,{PERCENTAGE}%,of people aged 16 years and over in {location},are,"separated, but still in a registered civil partnership"
Population,2021-DEM,Legal partnership status,legal_partnership_status,legal_partnership_status-008,{PERCENTAGE}%,of people aged 16 years and over in {location},are,divorced
