ADMIN_variable_group,ADMIN_variable,ADMIN_classification,ADMIN_category_code,ADMIN_category_name,ADMIN_legend_start_str,EDIT_THIS_legend_str_1,EDIT_THIS_legend_str_2,EDIT_THIS_legend_str_3,OLD_legend_str_3
Work,Industry (current),industry_current_88a,industry_current_88a-047,53 Postal and courier activities,{PERCENTAGE}%,of people in {location},work in,postal orcourier activities,53 postal and courier activities
Work,Industry (current),industry_current_88a,industry_current_88a-048,55 Accommodation,{PERCENTAGE}%,of people in {location},work in,accommodation,55 accommodation
Work,Industry (current),industry_current_88a,industry_current_88a-049,56 Food and beverage service activities,{PERCENTAGE}%,of people in {location},work in,food or beverage service activities,56 food and beverage service activities
Work,Industry (current),industry_current_88a,industry_current_88a-050,58 Publishing activities,{PERCENTAGE}%,of people in {location},work in,publishing activities,58 publishing activities
Work,Industry (current),industry_current_88a,industry_current_88a-051,"59 Motion picture, video and television production, sound recording and music publishing activities",{PERCENTAGE}%,of people in {location},work in,"motion picture, video or television production, or sound recording or music publishing activities","59 motion picture, video and television production, sound recording and music publishing activities"
Work,Industry (current),industry_current_88a,industry_current_88a-052,60 Programming and broadcasting activities,{PERCENTAGE}%,of people in {location},work in,programming and broadcasting activities,60 programming and broadcasting activities
Work,Industry (current),industry_current_88a,industry_current_88a-053,61 Telecommunications,{PERCENTAGE}%,of people in {location},work in,telecommunications,61 telecommunications
Work,Industry (current),industry_current_88a,industry_current_88a-054,"62 Computer programming, consultancy and related activities",{PERCENTAGE}%,of people in {location},work in,"computer programming, consultancy or related activities","62 computer programming, consultancy and related activities"
Work,Industry (current),industry_current_88a,industry_current_88a-055,63 Information service activities,{PERCENTAGE}%,of people in {location},work in,information service activities,63 information service activities
Work,Industry (current),industry_current_88a,industry_current_88a-056,"64 Financial service activities, except insurance and pension funding",{PERCENTAGE}%,of people in {location},work in,"financial service activities, except insurance and pension funding","64 financial service activities, except insurance and pension funding"
Work,Industry (current),industry_current_88a,industry_current_88a-057,"65 Insurance, reinsurance and pension funding, except compulsory social security",{PERCENTAGE}%,of people in {location},work in,"insurance, reinsurance or pension funding, except compulsory social security","65 insurance, reinsurance and pension funding, except compulsory social security"
Work,Industry (current),industry_current_88a,industry_current_88a-058,66 Activities auxiliary to financial services and insurance activities,{PERCENTAGE}%,of people in {location},work in,activities auxiliary to financial services and insurance activities,66 activities auxiliary to financial services and insurance activities
Work,Industry (current),industry_current_88a,industry_current_88a-059,68 Real estate activities,{PERCENTAGE}%,of people in {location},work in,real estate activities,68 real estate activities
Work,Industry (current),industry_current_88a,industry_current_88a-060,69 Legal and accounting activities,{PERCENTAGE}%,of people in {location},work in,legal or accounting activities,69 legal and accounting activities
Work,Industry (current),industry_current_88a,industry_current_88a-061,70 Activities of head offices; management consultancy activities,{PERCENTAGE}%,of people in {location},work in,activities of head offices or management consultancy activities,70 activities of head offices; management consultancy activities
Work,Industry (current),industry_current_88a,industry_current_88a-062,71 Architectural and engineering activities; technical testing and analysis,{PERCENTAGE}%,of people in {location},work in,"architectural or engineering activities, or technical testing and analysis",71 architectural and engineering activities; technical testing and analysis
Work,Industry (current),industry_current_88a,industry_current_88a-063,72 Scientific research and development,{PERCENTAGE}%,of people in {location},work in,scientific research and development,72 scientific research and development
Work,Industry (current),industry_current_88a,industry_current_88a-064,73 Advertising and market research,{PERCENTAGE}%,of people in {location},work in,advertising or market research,73 advertising and market research
Work,Industry (current),industry_current_88a,industry_current_88a-065,"74 Other professional, scientific and technical activities",{PERCENTAGE}%,of people in {location},work in,"other professional, scientific or technical activities","74 other professional, scientific and technical activities"
Work,Industry (current),industry_current_88a,industry_current_88a-066,75 Veterinary activities,{PERCENTAGE}%,of people in {location},work in,veterinary activities,75 veterinary activities
Work,Industry (current),industry_current_88a,industry_current_88a-067,77 Rental and leasing activities,{PERCENTAGE}%,of people in {location},work in,rental or leasing activities,77 rental and leasing activities
Work,Industry (current),industry_current_88a,industry_current_88a-068,78 Employment activities,{PERCENTAGE}%,of people in {location},work in,employment activities,78 employment activities
Work,Industry (current),industry_current_88a,industry_current_88a-069,"79 Travel agency, tour operator and other reservation service and related activities",{PERCENTAGE}%,of people in {location},work in,"travel agency, tour operator or other reservation service and related activities","79 travel agency, tour operator and other reservation service and related activities"
Work,Industry (current),industry_current_88a,industry_current_88a-070,80 Security and investigation activities,{PERCENTAGE}%,of people in {location},work in,security or investigation activities,80 security and investigation activities
Work,Industry (current),industry_current_88a,industry_current_88a-071,81 Services to buildings and landscape activities,{PERCENTAGE}%,of people in {location},work in,services to buildings or landscape activities,81 services to buildings and landscape activities
Work,Industry (current),industry_current_88a,industry_current_88a-072,"82 Office administrative, office support and other business support activities",{PERCENTAGE}%,of people in {location},work in,"office administrative, office support or other business support activities","82 office administrative, office support and other business support activities"
Work,Industry (current),industry_current_88a,industry_current_88a-073,84 Public administration and defence; compulsory social security,{PERCENTAGE}%,of people in {location},work in,"public administration or defence, or compulsory social security",84 public administration and defence; compulsory social security
Work,Industry (current),industry_current_88a,industry_current_88a-074,85 Education,{PERCENTAGE}%,of people in {location},work in,education,85 education
Work,Industry (current),industry_current_88a,industry_current_88a-075,86 Human health activities,{PERCENTAGE}%,of people in {location},work in,human health activities,86 human health activities
Work,Industry (current),industry_current_88a,industry_current_88a-076,87 Residential care activities,{PERCENTAGE}%,of people in {location},work in,residential care activities,87 residential care activities
Work,Industry (current),industry_current_88a,industry_current_88a-077,88 Social work activities without accommodation,{PERCENTAGE}%,of people in {location},work in,social work activities without accommodation,88 social work activities without accommodation
Work,Industry (current),industry_current_88a,industry_current_88a-078,"90 Creative, arts and entertainment activities",{PERCENTAGE}%,of people in {location},work in,"creative, arts and entertainment activities","90 creative, arts and entertainment activities"
Work,Industry (current),industry_current_88a,industry_current_88a-079,"91 Libraries, archives, museums and other cultural activities",{PERCENTAGE}%,of people in {location},work in,"libraries, archives, museums and other cultural activities","91 libraries, archives, museums and other cultural activities"
Work,Industry (current),industry_current_88a,industry_current_88a-080,92 Gambling and betting activities,{PERCENTAGE}%,of people in {location},work in,gambling and betting activities,92 gambling and betting activities
Work,Industry (current),industry_current_88a,industry_current_88a-081,93 Sports activities and amusement and recreation activities,{PERCENTAGE}%,of people in {location},work in,sports activities and amusement and recreation activities,93 sports activities and amusement and recreation activities
Work,Industry (current),industry_current_88a,industry_current_88a-082,94 Activities of membership organisations,{PERCENTAGE}%,of people in {location},work in,activities of membership organisations,94 activities of membership organisations
Work,Industry (current),industry_current_88a,industry_current_88a-083,95 Repair of computers and personal and household goods,{PERCENTAGE}%,of people in {location},work in,repair of computers or personal and household goods,95 repair of computers and personal and household goods
Work,Industry (current),industry_current_88a,industry_current_88a-084,96 Other personal service activities,{PERCENTAGE}%,of people in {location},work in,other personal service activities,96 other personal service activities
Work,Industry (current),industry_current_88a,industry_current_88a-085,97 Activities of households as employers of domestic personnel,{PERCENTAGE}%,of people in {location},work in,activities of households as employers of domestic personnel,97 activities of households as employers of domestic personnel
Work,Industry (current),industry_current_88a,industry_current_88a-086,98 Undifferentiated goods- and services-producing activities of private households for own use,{PERCENTAGE}%,of people in {location},work in,undifferentiated goods- and services-producing activities of private households for own use,98 undifferentiated goods- and services-producing activities of private households for own use
Work,Industry (current),industry_current_88a,industry_current_88a-087,99 Activities of extraterritorial organisations and bodies,{PERCENTAGE}%,of people in {location},work in,activities of extraterritorial organisations or bodies,99 activities of extraterritorial organisations and bodies
Work,National Statistics Socio-economic Classification (NS-SeC),ns_sec_10a,ns_sec_10a-001,"L1, L2 and L3: Higher managerial, administrative and professional occupations",{PERCENTAGE}%,of people in {location},are,"l1, l2 and l3: higher managerial, administrative and professional occupations","l1, l2 and l3: higher managerial, administrative and professional occupations"
Work,National Statistics Socio-economic Classification (NS-SeC),ns_sec_10a,ns_sec_10a-002,"L4, L5 and L6: Lower managerial, administrative and professional occupations",{PERCENTAGE}%,of people in {location},are,"l4, l5 and l6: lower managerial, administrative and professional occupations","l4, l5 and l6: lower managerial, administrative and professional occupations"
Work,National Statistics Socio-economic Classification (NS-SeC),ns_sec_10a,ns_sec_10a-003,L7: Intermediate occupations,{PERCENTAGE}%,of people in {location},are,l7: intermediate occupations,l7: intermediate occupations
Work,National Statistics Socio-economic Classification (NS-SeC),ns_sec_10a,ns_sec_10a-004,L8 and L9: Small employers and own account workers,{PERCENTAGE}%,of people in {location},are,l8 and l9: small employers and own account workers,l8 and l9: small employers and own account workers
Work,National Statistics Socio-economic Classification (NS-SeC),ns_sec_10a,ns_sec_10a-005,L10 and L11: Lower supervisory and technical occupations,{PERCENTAGE}%,of people in {location},are,l10 and l11: lower supervisory and technical occupations,l10 and l11: lower supervisory and technical occupations
Work,National Statistics Socio-economic Classification (NS-SeC),ns_sec_10a,ns_sec_10a-006,L12: Semi-routine occupations,{PERCENTAGE}%,of people in {location},are,l12: semi-routine occupations,l12: semi-routine occupations
Work,National Statistics Socio-economic Classification (NS-SeC),ns_sec_10a,ns_sec_10a-007,L13: Routine occupations,{PERCENTAGE}%,of people in {location},are,l13: routine occupations,l13: routine occupations
Work,National Statistics Socio-economic Classification (NS-SeC),ns_sec_10a,ns_sec_10a-008,L14.1 and L14.2: Never worked and long-term unemployed,{PERCENTAGE}%,of people in {location},are,l14.1 and l14.2: never worked and long-term unemployed,l14.1 and l14.2: never worked and long-term unemployed
Work,National Statistics Socio-economic Classification (NS-SeC),ns_sec_10a,ns_sec_10a-009,L15: Full-time students,{PERCENTAGE}%,of people in {location},are,l15: full-time students,l15: full-time students
Work,Occupation (current),occupation_current_10a,occupation_current_10a-001,"1. Managers, directors and senior officials",{PERCENTAGE}%,of people in {location},are,"managers, directors or senior officials","1. managers, directors and senior officials"
Work,Occupation (current),occupation_current_10a,occupation_current_10a-002,2. Professional occupations,{PERCENTAGE}%,of people in {location},are,in professional occupations,2. professional occupations
Work,Occupation (current),occupation_current_10a,occupation_current_10a-003,3. Associate professional and technical occupations,{PERCENTAGE}%,of people in {location},are,in associate professional or technical occupations,3. associate professional and technical occupations
Work,Occupation (current),occupation_current_10a,occupation_current_10a-004,4. Administrative and secretarial occupations,{PERCENTAGE}%,of people in {location},are,in administrative or secretarial occupations,4. administrative and secretarial occupations
Work,Occupation (current),occupation_current_10a,occupation_current_10a-005,5. Skilled trades occupations,{PERCENTAGE}%,of people in {location},are,in skilled trades occupations,5. skilled trades occupations
Work,Occupation (current),occupation_current_10a,occupation_current_10a-006,"6. Caring, leisure and other service occupations",{PERCENTAGE}%,of people in {location},are,"in caring, leisure or other service occupations","6. caring, leisure and other service occupations"
Work,Occupation (current),occupation_current_10a,occupation_current_10a-007,7. Sales and customer service occupations,{PERCENTAGE}%,of people in {location},are,in sales or customer service occupations,7. sales and customer service occupations
Work,Occupation (current),occupation_current_10a,occupation_current_10a-008,"8. Process, plant and machine operatives",{PERCENTAGE}%,of people in {location},are,"process, plant or machine operatives","8. process, plant and machine operatives"
Work,Occupation (current),occupation_current_10a,occupation_current_10a-009,9. Elementary occupations,{PERCENTAGE}%,of people in {location},are,in elementary occupations,9. elementary occupations
Work,Unemployment history,has_ever_worked,has_ever_worked-001,Short-term unemployed: Worked in the last 12 months,{PERCENTAGE}%,of people in {location},are,short-term unemployed: worked in the last 12 months,short-term unemployed: worked in the last 12 months
Work,Unemployment history,has_ever_worked,has_ever_worked-002,Long-term unemployed: Not worked in the last 12 months,{PERCENTAGE}%,of people in {location},are,long-term unemployed: not worked in the last 12 months,long-term unemployed: not worked in the last 12 months
Work,Unemployment history,has_ever_worked,has_ever_worked-003,Never worked,{PERCENTAGE}%,of people in {location},have,never worked,never worked
Work,Economic activity status,economic_activity_status_3a,economic_activity_status_3a-001,Economically active,{PERCENTAGE}%,of people in {location},are,economically active,economically active
Work,Economic activity status,economic_activity_status_3a,economic_activity_status_3a-002,Economically inactive,{PERCENTAGE}%,of people in {location},are,economically inactive,economically inactive
Work,Economic activity status,economic_activity_status_4a,economic_activity_status_4a-001,Economically active: In employment (including full-time students),{PERCENTAGE}%,of people in {location},are,in employment (including full-time students),economically active: in employment (including full-time students)
Work,Economic activity status,economic_activity_status_4a,economic_activity_status_4a-002,Economically active: Unemployed (including full-time students),{PERCENTAGE}%,of people in {location},are,unemployed (including full-time students),economically active: unemployed (including full-time students)
Work,Economic activity status,economic_activity_status_4a,economic_activity_status_4a-003,Economically inactive,{PERCENTAGE}%,of people in {location},are,economically inactive,economically inactive
Work,Economic activity status,economic_activity_status_12a,economic_activity_status_12a-001,Economically active (excluding full-time students): In employment: Employee,{PERCENTAGE}%,of people in {location},are,employed,economically active (excluding full-time students): in employment: employee
Work,Economic activity status,economic_activity_status_12a,economic_activity_status_12a-002,Economically active (excluding full-time students): In employment: Self-employed with employees,{PERCENTAGE}%,of people in {location},are,self-employed with employees,economically active (excluding full-time students): in employment: self-employed with employees
Work,Economic activity status,economic_activity_status_12a,economic_activity_status_12a-003,Economically active (excluding full-time students): In employment: Self-employed without employees,{PERCENTAGE}%,of people in {location},are,self-employed without employees,economically active (excluding full-time students): in employment: self-employed without employees
Work,Economic activity status,economic_activity_status_12a,economic_activity_status_12a-004,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,{PERCENTAGE}%,of people in {location},are,seeking work or waiting to start a job already obtained,economically active (excluding full-time students): unemployed: seeking work or waiting to start a job already obtained: available to start working within 2 weeks
Work,Economic activity status,economic_activity_status_12a,economic_activity_status_12a-005,Economically active and a full-time student: In employment,{PERCENTAGE}%,of people in {location},are,employed full-time student,economically active and a full-time student: in employment
Work,Economic activity status,economic_activity_status_12a,economic_activity_status_12a-006,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,{PERCENTAGE}%,of people in {location},are,unemployed full-time student seeking work or waitin to start a job already obtained,economically active and a full-time student: unemployed: seeking work or waiting to start a job already obtained: available to start working within 2 weeks
Work,Economic activity status,economic_activity_status_12a,economic_activity_status_12a-007,Economically inactive: Retired,{PERCENTAGE}%,of people in {location},are,retired,economically inactive: retired
Work,Economic activity status,economic_activity_status_12a,economic_activity_status_12a-008,Economically inactive: Student,{PERCENTAGE}%,of people in {location},are,unemployed students,economically inactive: student
Work,Economic activity status,economic_activity_status_12a,economic_activity_status_12a-009,Economically Inactive: Looking after home or family,{PERCENTAGE}%,of people in {location},are,full-time looking after home or family,economically inactive: looking after home or family
Work,Economic activity status,economic_activity_status_12a,economic_activity_status_12a-010,Economically inactive: Long-term sick or disabled,{PERCENTAGE}%,of people in {location},are,long-term sick or disabled,economically inactive: long-term sick or disabled
Work,Economic activity status,economic_activity_status_12a,economic_activity_status_12a-011,Economically inactive: Other,{PERCENTAGE}%,of people in {location},are,otherwise economically inactive,economically inactive: other
Work,Distance travelled to work,workplace_travel_4a,workplace_travel_4a-001,Less than 10km,{PERCENTAGE}%,of people in {location},travel,less than 10km to work,less than 10km
Work,Distance travelled to work,workplace_travel_4a,workplace_travel_4a-002,10km and over,{PERCENTAGE}%,of people in {location},travel,10km and over to work,10km and over
Work,Distance travelled to work,workplace_travel_4a,workplace_travel_4a-003,Works mainly from home,{PERCENTAGE}%,of people in {location},work,mainly from home,works mainly from home
Work,Distance travelled to work,workplace_travel_4a,workplace_travel_4a-004,Other,{PERCENTAGE}%,of people in {location},have,other forms of travel to work,other
Work,Distance travelled to work,workplace_travel_5a,workplace_travel_5a-001,Less than 10km,{PERCENTAGE}%,of people in {location},travel,less than 10km to work,less than 10km
Work,Distance travelled to work,workplace_travel_5a,workplace_travel_5a-002,10km to less than 30km,{PERCENTAGE}%,of people in {location},travel,10km to less than 30km to work,10km to less than 30km
Work,Distance travelled to work,workplace_travel_5a,workplace_travel_5a-003,30km and over,{PERCENTAGE}%,of people in {location},travel,30km and over to work,30km and over
Work,Distance travelled to work,workplace_travel_5a,workplace_travel_5a-004,Works mainly from home,{PERCENTAGE}%,of people in {location},work,mainly from home,works mainly from home
Work,Distance travelled to work,workplace_travel_5a,workplace_travel_5a-005,Other,{PERCENTAGE}%,of people in {location},have,other forms of travel to work,other
Work,Distance travelled to work,workplace_travel_10a,workplace_travel_10a-001,Less than 2km,{PERCENTAGE}%,of people in {location},travel,less than 2km to work,less than 2km
Work,Distance travelled to work,workplace_travel_10a,workplace_travel_10a-002,2km to less than 5km,{PERCENTAGE}%,of people in {location},travel,2km to less than 5km to work,2km to less than 5km
Work,Distance travelled to work,workplace_travel_10a,workplace_travel_10a-003,5km to less than 10km,{PERCENTAGE}%,of people in {location},travel,5km to less than 10km to work,5km to less than 10km
Work,Distance travelled to work,workplace_travel_10a,workplace_travel_10a-004,10km to less than 20km,{PERCENTAGE}%,of people in {location},travel,10km to less than 20km to work,10km to less than 20km
Work,Distance travelled to work,workplace_travel_10a,workplace_travel_10a-005,20km to less than 30km,{PERCENTAGE}%,of people in {location},travel,20km to less than 30km to work,20km to less than 30km
Work,Distance travelled to work,workplace_travel_10a,workplace_travel_10a-006,30km to less than 40km,{PERCENTAGE}%,of people in {location},travel,30km to less than 40km to work,30km to less than 40km
Work,Distance travelled to work,workplace_travel_10a,workplace_travel_10a-007,40km to less than 60km,{PERCENTAGE}%,of people in {location},travel,40km to less than 60km to work,40km to less than 60km
Work,Distance travelled to work,workplace_travel_10a,workplace_travel_10a-008,60km and over,{PERCENTAGE}%,of people in {location},travel,60km and over to work,60km and over
Work,Distance travelled to work,workplace_travel_10a,workplace_travel_10a-009,Works mainly from home,{PERCENTAGE}%,of people in {location},work,mainly from home,works mainly from home
Work,Distance travelled to work,workplace_travel_10a,workplace_travel_10a-010,Other,{PERCENTAGE}%,of people in {location},have,other forms of travel to work,other
Work,Method of travel to work,transport_to_work,transport_to_work-001,Work mainly at or from home,{PERCENTAGE}%,of people in {location},work,mainly at or from home,work mainly at or from home
Work,Method of travel to work,transport_to_work,transport_to_work-002,"Underground, metro, light rail or tram",{PERCENTAGE}%,of people in {location},travel to work by,"underground, metro, light rail or tram","underground, metro, light rail or tram"
Work,Method of travel to work,transport_to_work,transport_to_work-003,Train,{PERCENTAGE}%,of people in {location},travel to work by,train,train
Work,Method of travel to work,transport_to_work,transport_to_work-004,"Bus, minibus or coach",{PERCENTAGE}%,of people in {location},travel to work by,"bus, minibus or coach","bus, minibus or coach"
Work,Method of travel to work,transport_to_work,transport_to_work-005,Taxi,{PERCENTAGE}%,of people in {location},travel to work by,taxi,taxi
Work,Method of travel to work,transport_to_work,transport_to_work-006,"Motorcycle, scooter or moped",{PERCENTAGE}%,of people in {location},travel to work by,"motorcycle, scooter or moped","motorcycle, scooter or moped"
Work,Method of travel to work,transport_to_work,transport_to_work-007,Driving a car or van,{PERCENTAGE}%,of people in {location},travel to work by,driving a car or van,driving a car or van
Work,Method of travel to work,transport_to_work,transport_to_work-008,Passenger in a car or van,{PERCENTAGE}%,of people in {location},travel to work by,passenger in a car or van,passenger in a car or van
Work,Method of travel to work,transport_to_work,transport_to_work-009,Bicycle,{PERCENTAGE}%,of people in {location},travel to work by,bicycle,bicycle
Work,Method of travel to work,transport_to_work,transport_to_work-010,On foot,{PERCENTAGE}%,of people in {location},travel to work,on foot,on foot
Work,Method of travel to work,transport_to_work,transport_to_work-011,Other,{PERCENTAGE}%,of people in {location},travel to work,using other means,other
Health,General health,health_in_general_3a,health_in_general_3a-001,Good health,{PERCENTAGE}%,of households in {location},have,good health,good health
Health,General health,health_in_general_3a,health_in_general_3a-002,Not good health,{PERCENTAGE}%,of households in {location},have,not good health,not good health
Health,General health,health_in_general_4a,health_in_general_4a-001,Very good or good health,{PERCENTAGE}%,of households in {location},have,very good or good health,very good or good health
Health,General health,health_in_general_4a,health_in_general_4a-002,Fair health,{PERCENTAGE}%,of households in {location},have,fair health,fair health
Health,General health,health_in_general_4a,health_in_general_4a-003,Bad or very bad health,{PERCENTAGE}%,of households in {location},have,bad or very bad health,bad or very bad health
Health,General health,health_in_general,health_in_general-001,Very good health,{PERCENTAGE}%,of households in {location},have,very good health,very good health
Health,General health,health_in_general,health_in_general-002,Good health,{PERCENTAGE}%,of households in {location},have,good health,good health
Health,General health,health_in_general,health_in_general-003,Fair health,{PERCENTAGE}%,of households in {location},have,fair health,fair health
Health,General health,health_in_general,health_in_general-004,Bad health,{PERCENTAGE}%,of households in {location},have,bad health,bad health
Health,General health,health_in_general,health_in_general-005,Very bad health,{PERCENTAGE}%,of households in {location},have,very bad health,very bad health
Health,Disability,disability_3a,disability_3a-001,Disabled under the Equality Act,{PERCENTAGE}%,of people in {location},are,disabled under the equality act,disabled under the equality act
Health,Disability,disability_3a,disability_3a-002,Not disabled under the Equality Act,{PERCENTAGE}%,of people in {location},are,not disabled under the equality act,not disabled under the equality act
Health,Disability,disability,disability-001,Disabled under the Equality Act: Day-to-day activities limited a lot,{PERCENTAGE}%,of people in {location},are,disabled under the equality act: day-to-day activities limited a lot,disabled under the equality act: day-to-day activities limited a lot
Health,Disability,disability,disability-002,Disabled under the Equality Act: Day-to-day activities limited a little,{PERCENTAGE}%,of people in {location},are,disabled under the equality act: day-to-day activities limited a little,disabled under the equality act: day-to-day activities limited a little
Health,Disability,disability,disability-003,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,{PERCENTAGE}%,of people in {location},are,not disabled under the equality act: has long term physical or mental health condition but day-to-day activities are not limited,not disabled under the equality act: has long term physical or mental health condition but day-to-day activities are not limited
Health,Disability,disability,disability-004,Not disabled under the Equality Act: No long term physical or mental health conditions,{PERCENTAGE}%,of people in {location},are,not disabled under the equality act: no long term physical or mental health conditions,not disabled under the equality act: no long term physical or mental health conditions
Health,Provision of unpaid care,is_carer_5a,is_carer_5a-001,Provides no unpaid care,{PERCENTAGE}%,of people in {location},provide,no unpaid care,provides no unpaid care
Health,Provision of unpaid care,is_carer_5a,is_carer_5a-002,Provides 19 or less hours unpaid care a week,{PERCENTAGE}%,of people in {location},provide,19 or less hours unpaid care a week,provides 19 or less hours unpaid care a week
Health,Provision of unpaid care,is_carer_5a,is_carer_5a-003,Provides 20 to 49 hours unpaid care a week,{PERCENTAGE}%,of people in {location},provide,20 to 49 hours unpaid care a week,provides 20 to 49 hours unpaid care a week
Health,Provision of unpaid care,is_carer_5a,is_carer_5a-004,Provides 50 or more hours unpaid care a week,{PERCENTAGE}%,of people in {location},provide,50 or more hours unpaid care a week,provides 50 or more hours unpaid care a week
Health,Provision of unpaid care,is_carer,is_carer-001,Provides no unpaid care,{PERCENTAGE}%,of people in {location},provide,no unpaid care,provides no unpaid care
Health,Provision of unpaid care,is_carer,is_carer-002,Provides 9 hours or less unpaid care a week,{PERCENTAGE}%,of people in {location},provide,9 hours or less unpaid care a week,provides 9 hours or less unpaid care a week
Health,Provision of unpaid care,is_carer,is_carer-003,Provides 10 to 19 hours unpaid care a week,{PERCENTAGE}%,of people in {location},provide,10 to 19 hours unpaid care a week,provides 10 to 19 hours unpaid care a week
Health,Provision of unpaid care,is_carer,is_carer-004,Provides 20 to 34 hours unpaid care a week,{PERCENTAGE}%,of people in {location},provide,20 to 34 hours unpaid care a week,provides 20 to 34 hours unpaid care a week
Health,Provision of unpaid care,is_carer,is_carer-005,Provides 35 to 49 hours unpaid care a week,{PERCENTAGE}%,of people in {location},provide,35 to 49 hours unpaid care a week,provides 35 to 49 hours unpaid care a week
Health,Provision of unpaid care,is_carer,is_carer-006,Provides 50 or more hours unpaid care a week,{PERCENTAGE}%,of people in {location},provide,50 or more hours unpaid care a week,provides 50 or more hours unpaid care a week
Health,Number of disabled people in household,hh_disabled_4a,hh_disabled_4a-000,No people disabled under the Equality Act in household,{PERCENTAGE}%,of households in {location},have,no people disabled under the equality act in household,no people disabled under the equality act in household
Health,Number of disabled people in household,hh_disabled_4a,hh_disabled_4a-001,1 person disabled under the Equality Act in household,{PERCENTAGE}%,of households in {location},have,1 person disabled under the equality act in household,1 person disabled under the equality act in household
Health,Number of disabled people in household,hh_disabled_4a,hh_disabled_4a-002,2 or more people disabled under the Equality Act in household,{PERCENTAGE}%,of households in {location},have,2 or more people disabled under the equality act in household,2 or more people disabled under the equality act in household
Identity,Ethnic group,ethnic_group_tb_6a,ethnic_group_tb_6a-001,"Asian, Asian British or Asian Welsh",{PERCENTAGE}%,of families in {location},are,"Asian, Asian British or Asian Welsh","asian, asian british or asian welsh"
Identity,Ethnic group,ethnic_group_tb_6a,ethnic_group_tb_6a-002,"Black, Black British, Black Welsh, Caribbean or African",{PERCENTAGE}%,of families in {location},are,"Black, Black British, Black Welsh, Caribbean or African","black, black british, black welsh, caribbean or african"
Identity,Ethnic group,ethnic_group_tb_6a,ethnic_group_tb_6a-003,Mixed or Multiple ethnic groups,{PERCENTAGE}%,of families in {location},are,from mixed or multiple ethnic groups,mixed or multiple ethnic groups
Identity,Ethnic group,ethnic_group_tb_6a,ethnic_group_tb_6a-004,White,{PERCENTAGE}%,of families in {location},are,White,white
Identity,Ethnic group,ethnic_group_tb_6a,ethnic_group_tb_6a-005,Other ethnic group,{PERCENTAGE}%,of families in {location},are,from any other ethnic group,other ethnic group
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-001,"White: English, Welsh, Scottish, Northern Irish or British",{PERCENTAGE}%,of families in {location},are,"White: English, Welsh, Scottish, Northern Irish or British","white: english, welsh, scottish, northern irish or british"
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-002,White: Irish,{PERCENTAGE}%,of families in {location},are,White: Irish,white: irish
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-003,White: Gypsy or Irish Traveller,{PERCENTAGE}%,of families in {location},are,White: Gypsy or Irish Traveller,white: gypsy or irish traveller
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-004,White: Roma,{PERCENTAGE}%,of families in {location},are,White: Roma,white: roma
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-005,White: Other White,{PERCENTAGE}%,of families in {location},are,White: Other White,white: other white
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-006,Mixed or Multiple ethnic groups: White and Black Caribbean,{PERCENTAGE}%,of families in {location},are,Mixed or Multiple ethnic groups: White and Black Caribbean,mixed or multiple ethnic groups: white and black caribbean
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-007,Mixed or Multiple ethnic groups: White and Black African,{PERCENTAGE}%,of families in {location},are,Mixed or Multiple ethnic groups: White and Black African,mixed or multiple ethnic groups: white and black african
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-008,Mixed or Multiple ethnic groups: White and Asian,{PERCENTAGE}%,of families in {location},are,Mixed or Multiple ethnic groups: White and Asian,mixed or multiple ethnic groups: white and asian
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-009,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,{PERCENTAGE}%,of families in {location},are,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,mixed or multiple ethnic groups: other mixed or multiple ethnic groups
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-010,"Asian, Asian British or Asian Welsh: Indian",{PERCENTAGE}%,of families in {location},are,"Asian, Asian British or Asian Welsh: Indian","asian, asian british or asian welsh: indian"
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-011,"Asian, Asian British or Asian Welsh: Pakistani",{PERCENTAGE}%,of families in {location},are,"Asian, Asian British or Asian Welsh: Pakistani","asian, asian british or asian welsh: pakistani"
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-012,"Asian, Asian British or Asian Welsh: Bangladeshi",{PERCENTAGE}%,of families in {location},are,"Asian, Asian British or Asian Welsh: Bangladeshi","asian, asian british or asian welsh: bangladeshi"
